Order_Date,Category,Sub_Category,Region,Sales_USD,Profit_USD,Discount_Pct,Profit_Margin_Pct,Predicted_Margin,Margin_Error
2024-10-28,Technology,Copiers,Central,427.43,-30.01,0.3,-7.02,-6.65,0.37
2022-04-08,Office Supplies,Pens,West,29.34,3.85,0.1,13.12,12.67,0.45
2021-08-03,Office Supplies,Paper,West,118.06,-0.92,0.3,-0.78,-0.23,0.55
2023-01-16,Furniture,Bookcases,East,354.22,51.93,0.0,14.66,14.67,0.01
2024-01-03,Office Supplies,Paper,South,496.45,7.84,0.3,1.58,0.32,1.26
2023-12-20,Office Supplies,Envelopes,South,122.59,-0.97,0.3,-0.79,-1.51,0.72
2022-11-26,Furniture,Storage,Central,629.17,51.72,0.0,8.22,8.07,0.15
2022-08-10,Furniture,Bookcases,South,74.9,-9.52,0.3,-12.71,-11.29,1.42
2023-11-02,Technology,Phones,Central,288.14,32.1,0.1,11.14,11.52,0.38
2023-06-13,Furniture,Bookcases,South,199.78,-20.66,0.2,-10.34,-10.76,0.42
2022-01-31,Furniture,Tables,East,24.5,-5.1,0.4,-20.8,-19.35,1.45
2021-03-23,Office Supplies,Labels,West,52.57,-9.6,0.5,-18.27,-18.14,0.13
2023-01-09,Office Supplies,Envelopes,East,136.52,23.26,0.1,17.04,16.88,0.16
2024-06-22,Technology,Phones,East,29.56,3.0,0.0,10.14,8.74,1.4
2023-08-06,Furniture,Chairs,South,174.55,-11.29,0.2,-6.47,-6.95,0.48
2023-12-26,Technology,Accessories,West,107.25,19.96,0.0,18.61,19.15,0.54
2021-10-26,Technology,Accessories,West,181.42,-27.88,0.4,-15.37,-15.53,0.16
2024-04-15,Technology,Computers,West,43.42,1.98,0.1,4.56,4.67,0.11
2021-06-23,Technology,Computers,Central,31.0,0.51,0.2,1.64,2.38,0.74
2021-02-21,Technology,Computers,Central,150.92,0.36,0.2,0.24,0.57,0.33
2021-04-29,Furniture,Tables,South,89.44,-5.04,0.2,-5.64,-7.07,1.43
2024-06-18,Furniture,Chairs,West,186.2,-8.53,0.2,-4.58,-4.55,0.03
2024-01-07,Office Supplies,Paper,East,195.26,-33.25,0.5,-17.03,-17.04,0.01
2023-02-20,Furniture,Tables,West,662.79,44.74,0.0,6.75,7.4,0.65
2024-04-23,Technology,Accessories,Central,164.99,27.09,0.0,16.42,17.45,1.03
2022-09-18,Furniture,Storage,West,917.22,36.51,0.0,3.98,4.14,0.16
2021-06-05,Technology,Accessories,South,172.07,20.25,0.0,11.77,11.68,0.09
2024-08-30,Office Supplies,Paper,Central,1534.19,379.41,0.0,24.73,25.19,0.46
2023-03-07,Office Supplies,Pens,West,31.94,-2.73,0.4,-8.54,-9.01,0.47
2022-12-06,Technology,Phones,Central,204.18,2.96,0.2,1.45,0.35,1.1
2022-02-19,Furniture,Storage,South,450.18,-110.25,0.4,-24.49,-24.28,0.21
2023-10-21,Office Supplies,Paper,East,924.21,114.69,0.2,12.41,11.15,1.26
2021-08-16,Furniture,Chairs,West,219.96,-12.38,0.2,-5.63,-4.33,1.3
2024-11-16,Technology,Computers,East,482.7,77.04,0.0,15.96,15.14,0.82
2024-12-03,Technology,Accessories,South,69.2,11.63,0.0,16.8,17.07,0.27
2023-02-15,Office Supplies,Labels,East,448.27,16.36,0.2,3.65,5.75,2.1
2022-04-04,Office Supplies,Pens,East,304.6,-7.95,0.3,-2.61,-3.14,0.53
2021-07-13,Furniture,Bookcases,East,58.23,-0.77,0.1,-1.33,-0.15,1.18
2023-02-08,Furniture,Bookcases,Central,331.68,1.36,0.1,0.41,1.1,0.69
2021-06-10,Furniture,Bookcases,South,78.48,-1.23,0.1,-1.57,-1.08,0.49
2024-05-31,Office Supplies,Labels,Central,76.7,11.04,0.1,14.39,13.65,0.74
2024-08-22,Technology,Phones,South,92.65,15.19,0.0,16.39,16.13,0.26
2023-04-13,Furniture,Storage,West,94.53,-17.34,0.3,-18.34,-18.66,0.32
2023-02-20,Furniture,Storage,East,415.93,1.75,0.1,0.42,1.42,1.0
2021-06-17,Furniture,Tables,South,117.63,0.74,0.1,0.63,0.47,0.16
2022-12-30,Furniture,Bookcases,South,272.49,-1.17,0.1,-0.43,-0.78,0.35
2023-07-01,Technology,Accessories,Central,37.34,2.51,0.1,6.72,7.6,0.88
2022-04-01,Technology,Accessories,East,757.47,62.04,0.1,8.19,6.44,1.75
2024-03-21,Office Supplies,Pens,West,576.1,150.82,0.0,26.18,26.89,0.71
2023-05-02,Technology,Computers,East,187.15,32.79,0.0,17.52,16.9,0.62
2021-10-25,Office Supplies,Envelopes,East,312.15,71.45,0.0,22.89,24.51,1.62
2022-08-01,Office Supplies,Binders,East,18.17,4.04,0.0,22.23,21.26,0.97
2022-01-04,Furniture,Tables,South,203.36,-21.21,0.3,-10.43,-10.21,0.22
2022-07-21,Furniture,Storage,East,224.6,-9.32,0.1,-4.15,-5.33,1.18
2024-11-25,Furniture,Storage,South,400.71,-21.4,0.2,-5.34,-4.58,0.76
2023-05-23,Office Supplies,Paper,South,323.63,80.97,0.0,25.02,24.47,0.55
2023-09-21,Office Supplies,Pens,East,79.58,-2.15,0.3,-2.7,-3.38,0.68
2023-12-29,Office Supplies,Pens,East,413.97,26.78,0.2,6.47,4.64,1.83
2023-11-17,Technology,Accessories,East,595.44,22.45,0.2,3.77,3.69,0.08
2022-03-19,Furniture,Storage,Central,99.89,6.17,0.0,6.18,6.54,0.36
2024-08-04,Office Supplies,Binders,South,27.71,6.96,0.0,25.1,26.11,1.01
2023-09-01,Furniture,Chairs,Central,777.65,-91.92,0.2,-11.82,-11.44,0.38
2023-11-29,Office Supplies,Binders,Central,95.83,11.43,0.1,11.93,11.51,0.42
2022-10-02,Technology,Copiers,South,71.66,17.03,0.0,23.77,23.0,0.77
2022-02-25,Technology,Computers,West,54.15,9.35,0.0,17.26,18.12,0.86
2021-01-18,Furniture,Tables,East,21.22,0.38,0.1,1.79,1.56,0.23
2021-09-20,Technology,Accessories,East,29.56,4.27,0.0,14.45,15.71,1.26
2021-10-12,Technology,Computers,Central,208.2,17.78,0.1,8.54,9.17,0.63
2022-08-11,Furniture,Chairs,South,152.44,-42.15,0.5,-27.65,-27.82,0.17
2023-06-20,Furniture,Bookcases,West,390.9,-2.66,0.1,-0.68,-1.52,0.84
2022-06-20,Office Supplies,Paper,West,263.82,52.66,0.0,19.96,19.64,0.32
2022-02-20,Furniture,Bookcases,South,1510.14,-209.61,0.3,-13.88,-11.13,2.75
2022-02-16,Technology,Copiers,East,308.9,45.9,0.1,14.86,14.75,0.11
2021-08-29,Technology,Copiers,South,172.97,32.09,0.0,18.55,17.28,1.27
2021-05-26,Furniture,Chairs,Central,136.15,-18.92,0.3,-13.9,-11.09,2.81
2022-05-20,Office Supplies,Envelopes,South,238.32,2.86,0.3,1.2,0.88,0.32
2023-06-30,Office Supplies,Envelopes,West,166.47,0.42,0.3,0.25,0.53,0.28
2022-03-12,Technology,Computers,East,569.24,40.42,0.1,7.1,8.78,1.68
2024-12-24,Office Supplies,Envelopes,West,150.04,34.42,0.0,22.94,23.08,0.14
2021-10-25,Technology,Copiers,West,58.04,-13.45,0.5,-23.17,-23.48,0.31
2021-02-24,Technology,Accessories,South,557.18,-58.73,0.3,-10.54,-11.44,0.9
2024-09-27,Technology,Copiers,West,743.35,129.79,0.0,17.46,17.62,0.16
2023-07-07,Technology,Accessories,East,210.9,-13.67,0.3,-6.48,-7.37,0.89
2021-12-20,Office Supplies,Binders,South,781.79,-160.97,0.5,-20.59,-22.21,1.62
2022-09-27,Furniture,Storage,East,1231.43,-53.69,0.2,-4.36,-4.85,0.49
2023-05-16,Technology,Phones,East,415.13,25.49,0.1,6.14,7.01,0.87
2021-09-03,Technology,Phones,Central,186.41,2.37,0.2,1.27,-0.62,1.89
2021-01-25,Furniture,Chairs,South,933.38,-99.03,0.3,-10.61,-9.81,0.8
2021-01-11,Furniture,Tables,Central,173.07,-13.14,0.2,-7.59,-10.21,2.62
2024-03-10,Office Supplies,Pens,Central,219.11,-17.84,0.4,-8.14,-6.5,1.64
2023-10-04,Office Supplies,Pens,South,848.46,227.9,0.0,26.86,26.71,0.15
2024-07-05,Furniture,Chairs,East,206.5,2.89,0.0,1.4,2.72,1.32
2022-08-10,Office Supplies,Paper,Central,61.75,12.58,0.0,20.37,21.3,0.93
2022-03-11,Technology,Computers,West,595.28,101.85,0.0,17.11,16.86,0.25
2022-05-16,Office Supplies,Labels,South,87.43,20.44,0.0,23.38,23.21,0.17
2022-05-29,Furniture,Storage,East,129.8,4.04,0.0,3.11,2.78,0.33
2021-04-26,Office Supplies,Labels,South,49.94,-3.08,0.4,-6.16,-5.51,0.65
2021-02-09,Technology,Phones,East,53.31,3.24,0.1,6.07,8.0,1.93
2022-11-28,Furniture,Chairs,West,440.51,-53.52,0.3,-12.15,-14.58,2.43
2021-03-25,Furniture,Bookcases,East,728.63,-43.43,0.2,-5.96,-5.98,0.02
2022-02-12,Furniture,Bookcases,South,190.9,5.84,0.0,3.06,3.66,0.6
2022-01-13,Technology,Phones,West,26.96,3.1,0.1,11.48,8.63,2.85
2022-05-22,Technology,Computers,West,201.73,-4.8,0.2,-2.38,-3.03,0.65
2021-01-21,Technology,Phones,West,509.3,-70.59,0.4,-13.86,-13.3,0.56
2024-10-27,Office Supplies,Paper,Central,359.75,26.12,0.2,7.26,6.93,0.33
2021-11-28,Office Supplies,Binders,Central,166.08,49.04,0.0,29.53,29.49,0.04
2024-03-09,Office Supplies,Labels,East,38.48,2.51,0.2,6.53,4.43,2.1
2021-01-14,Technology,Copiers,South,91.66,11.78,0.0,12.85,12.88,0.03
2023-08-14,Furniture,Bookcases,South,225.76,-34.59,0.3,-15.32,-15.78,0.46
2021-05-15,Technology,Phones,East,617.44,46.25,0.1,7.49,8.91,1.42
2023-03-15,Furniture,Bookcases,Central,271.12,-19.6,0.2,-7.23,-8.2,0.97
2023-02-08,Furniture,Storage,East,687.73,-203.98,0.4,-29.66,-30.26,0.6
2021-03-11,Furniture,Bookcases,Central,48.19,4.45,0.0,9.24,8.64,0.6
2022-10-12,Furniture,Chairs,South,74.05,5.78,0.0,7.8,8.16,0.36
2021-01-12,Furniture,Storage,East,473.0,-1.14,0.1,-0.24,-2.63,2.39
2021-11-14,Furniture,Tables,West,413.64,31.35,0.0,7.58,8.79,1.21
2022-01-06,Furniture,Tables,East,48.02,1.65,0.0,3.44,3.35,0.09
2023-10-25,Furniture,Storage,East,112.63,7.58,0.0,6.73,5.36,1.37
2022-10-11,Office Supplies,Labels,Central,55.01,-1.47,0.3,-2.67,-1.65,1.02
2024-06-07,Technology,Copiers,South,124.34,28.1,0.0,22.6,22.63,0.03
2024-12-20,Furniture,Chairs,Central,320.26,31.83,0.0,9.94,8.67,1.27
2024-03-30,Technology,Copiers,East,129.87,-0.38,0.2,-0.29,0.75,1.04
2023-02-15,Office Supplies,Envelopes,East,1248.8,-118.89,0.4,-9.52,-10.44,0.92
2022-05-03,Furniture,Chairs,West,428.05,-2.57,0.1,-0.6,-2.37,1.77
2022-10-18,Office Supplies,Labels,South,247.48,11.58,0.2,4.68,4.63,0.05
2022-11-09,Technology,Computers,East,70.18,4.59,0.1,6.54,5.69,0.85
2024-03-25,Office Supplies,Binders,West,616.81,41.2,0.2,6.68,6.36,0.32
2022-01-23,Furniture,Storage,West,183.22,23.42,0.0,12.78,12.78,0.0
2022-03-04,Furniture,Bookcases,West,20.49,-1.72,0.2,-8.37,-9.17,0.8
2023-05-05,Furniture,Bookcases,East,179.7,-59.01,0.5,-32.84,-33.04,0.2
2024-06-21,Furniture,Storage,East,235.35,2.09,0.1,0.89,0.11,0.78
2022-10-12,Technology,Copiers,South,319.09,45.09,0.0,14.13,14.69,0.56
2023-11-04,Office Supplies,Labels,Central,155.87,-10.33,0.4,-6.63,-6.26,0.37
2022-11-09,Office Supplies,Pens,West,818.01,-22.17,0.3,-2.71,-3.95,1.24
2024-11-23,Technology,Copiers,Central,17.49,0.75,0.2,4.29,4.8,0.51
2023-02-27,Furniture,Tables,Central,38.88,-3.06,0.2,-7.88,-6.83,1.05
2021-04-04,Office Supplies,Binders,West,428.05,57.83,0.1,13.51,13.39,0.12
2023-07-25,Technology,Copiers,East,27.0,3.33,0.1,12.33,12.27,0.06
2023-10-19,Furniture,Chairs,West,133.85,-29.82,0.4,-22.28,-21.55,0.73
2023-05-23,Office Supplies,Envelopes,East,123.79,26.03,0.0,21.03,21.14,0.11
2023-01-02,Office Supplies,Labels,South,1233.51,187.12,0.1,15.17,15.78,0.61
2021-10-09,Furniture,Bookcases,East,557.61,-84.03,0.3,-15.07,-16.65,1.58
2023-06-04,Technology,Copiers,Central,309.13,56.69,0.0,18.34,20.14,1.8
2021-09-30,Furniture,Chairs,West,247.21,23.34,0.0,9.44,10.94,1.5
2024-04-11,Technology,Computers,West,27.61,2.84,0.1,10.29,9.7,0.59
2022-01-16,Technology,Phones,West,110.25,-24.46,0.5,-22.19,-21.7,0.49
2022-03-23,Office Supplies,Labels,West,680.8,60.93,0.2,8.95,7.85,1.1
2023-06-22,Technology,Phones,Central,996.89,29.61,0.2,2.97,4.25,1.28
2024-10-19,Furniture,Tables,East,333.99,-53.77,0.3,-16.1,-14.04,2.06
2021-11-14,Technology,Phones,West,179.68,35.88,0.0,19.97,20.66,0.69
2024-08-24,Technology,Computers,West,81.37,14.65,0.0,18.01,19.63,1.62
2024-01-08,Office Supplies,Binders,Central,89.53,22.0,0.0,24.57,26.25,1.68
2022-01-14,Office Supplies,Envelopes,Central,799.39,172.03,0.0,21.52,22.77,1.25
2024-10-12,Technology,Computers,West,42.77,0.79,0.2,1.85,2.34,0.49
2024-03-07,Technology,Phones,South,72.59,12.68,0.0,17.47,16.56,0.91
2023-08-16,Office Supplies,Pens,West,75.89,15.59,0.0,20.54,21.61,1.07
2023-01-16,Furniture,Tables,West,83.89,6.06,0.0,7.22,5.98,1.24
2024-12-01,Office Supplies,Binders,Central,1444.73,365.08,0.0,25.27,26.47,1.2
2024-06-05,Office Supplies,Paper,Central,52.4,-2.47,0.3,-4.71,-5.44,0.73
2024-01-18,Furniture,Storage,South,308.79,-16.86,0.1,-5.46,-6.06,0.6
2022-11-24,Furniture,Storage,East,856.52,-189.21,0.4,-22.09,-23.43,1.34
2023-11-17,Furniture,Chairs,East,739.84,-80.49,0.2,-10.88,-10.01,0.87
2021-03-09,Technology,Accessories,West,116.81,11.1,0.1,9.5,9.69,0.19
2024-11-10,Furniture,Tables,East,104.26,-14.01,0.3,-13.44,-14.67,1.23
2023-02-01,Technology,Copiers,South,450.93,10.01,0.2,2.22,2.08,0.14
2024-12-03,Furniture,Storage,West,517.77,37.49,0.0,7.24,6.58,0.66
2024-02-23,Furniture,Storage,West,380.29,-76.86,0.4,-20.21,-19.33,0.88
2022-06-11,Furniture,Chairs,East,207.99,17.68,0.0,8.5,8.54,0.04
2022-11-24,Furniture,Chairs,East,32.0,2.7,0.0,8.43,8.44,0.01
2024-08-21,Furniture,Storage,West,136.83,6.94,0.0,5.07,5.91,0.84
2021-11-05,Furniture,Chairs,South,39.47,2.75,0.0,6.96,7.45,0.49
2022-05-17,Office Supplies,Labels,South,301.84,2.48,0.3,0.82,2.06,1.24
2024-01-01,Office Supplies,Pens,South,310.0,30.22,0.1,9.75,9.87,0.12
2021-09-17,Technology,Phones,Central,641.07,114.62,0.0,17.88,18.05,0.17
2021-02-12,Technology,Computers,South,31.55,4.58,0.1,14.52,15.14,0.62
2023-01-11,Office Supplies,Binders,Central,372.34,84.82,0.0,22.78,23.31,0.53
2023-06-23,Technology,Phones,East,113.17,-1.43,0.3,-1.26,-0.58,0.68
2023-02-18,Technology,Accessories,East,94.64,-12.21,0.4,-12.9,-13.03,0.13
2021-09-23,Office Supplies,Pens,Central,192.92,42.02,0.0,21.78,22.54,0.76
2022-09-04,Office Supplies,Pens,West,63.94,9.33,0.1,14.59,14.99,0.4
2023-11-10,Furniture,Bookcases,Central,18.59,-2.23,0.3,-12.01,-13.44,1.43
2024-02-09,Furniture,Bookcases,West,67.63,-3.74,0.2,-5.53,-6.49,0.96
2022-08-18,Office Supplies,Envelopes,Central,169.65,35.03,0.0,20.65,20.66,0.01
2022-08-24,Office Supplies,Envelopes,Central,356.29,69.87,0.0,19.61,18.66,0.95
2022-01-28,Furniture,Chairs,Central,146.77,7.09,0.0,4.83,5.9,1.07
2023-06-19,Furniture,Tables,Central,533.65,49.63,0.0,9.3,8.79,0.51
2021-06-19,Technology,Phones,Central,310.79,-27.63,0.3,-8.89,-8.56,0.33
2024-08-18,Office Supplies,Paper,Central,166.5,14.77,0.2,8.87,8.83,0.04
2024-05-26,Furniture,Storage,Central,533.81,-33.63,0.2,-6.3,-6.86,0.56
2022-02-04,Technology,Phones,Central,70.6,7.86,0.1,11.14,11.04,0.1
2023-08-31,Furniture,Chairs,Central,978.43,99.51,0.0,10.17,10.28,0.11
2023-09-02,Technology,Computers,West,929.31,-106.22,0.4,-11.43,-10.85,0.58
2021-09-09,Technology,Computers,West,444.64,49.89,0.1,11.22,10.26,0.96
2023-05-04,Technology,Accessories,South,290.78,63.33,0.0,21.78,22.47,0.69
2022-10-27,Office Supplies,Labels,West,498.42,-9.97,0.3,-2.0,-1.59,0.41
2022-03-10,Furniture,Chairs,South,230.74,-22.52,0.2,-9.76,-8.99,0.77
2021-07-08,Furniture,Bookcases,West,41.35,4.03,0.0,9.75,9.38,0.37
2021-05-22,Furniture,Bookcases,South,297.28,-68.76,0.4,-23.13,-22.54,0.59
2022-09-17,Technology,Computers,South,385.17,-34.59,0.3,-8.98,-8.73,0.25
2024-09-28,Furniture,Tables,West,436.72,52.76,0.0,12.08,12.11,0.03
2022-05-13,Technology,Accessories,West,143.29,20.07,0.1,14.01,14.39,0.38
2022-12-20,Furniture,Bookcases,East,572.77,-120.68,0.3,-21.07,-22.05,0.98
2024-11-29,Technology,Accessories,Central,726.92,70.87,0.2,9.75,11.0,1.25
2023-10-04,Technology,Accessories,Central,462.1,63.31,0.0,13.7,13.44,0.26
2022-07-05,Office Supplies,Paper,South,250.7,58.96,0.0,23.52,23.46,0.06
2023-08-28,Technology,Copiers,West,216.46,36.8,0.0,17.0,17.18,0.18
2023-12-20,Furniture,Bookcases,South,458.65,17.57,0.0,3.83,4.13,0.3
2022-09-19,Office Supplies,Labels,East,521.62,38.5,0.2,7.38,6.93,0.45
2021-06-30,Office Supplies,Labels,East,103.4,13.03,0.1,12.6,12.27,0.33
2021-02-25,Office Supplies,Pens,West,126.38,16.25,0.0,12.86,12.44,0.42
2023-01-15,Furniture,Tables,East,26.03,2.54,0.0,9.76,10.38,0.62
2021-10-12,Office Supplies,Pens,South,276.11,18.91,0.2,6.85,6.63,0.22
2024-12-03,Furniture,Storage,Central,315.12,-44.62,0.2,-14.16,-11.81,2.35
2024-12-21,Technology,Accessories,West,433.84,77.09,0.0,17.77,17.4,0.37
2021-10-24,Office Supplies,Envelopes,South,67.13,8.1,0.2,12.06,12.12,0.06
2021-12-30,Furniture,Bookcases,Central,53.87,-9.39,0.3,-17.43,-18.26,0.83
2023-08-07,Technology,Phones,South,29.1,3.18,0.1,10.93,9.55,1.38
2023-02-09,Furniture,Chairs,South,304.92,24.79,0.0,8.13,9.39,1.26
2022-12-30,Office Supplies,Envelopes,South,264.36,58.66,0.0,22.19,23.99,1.8
2021-07-18,Furniture,Storage,East,16.67,-3.01,0.3,-18.04,-17.07,0.97
2024-09-06,Furniture,Storage,West,41.92,2.15,0.0,5.13,5.5,0.37
2022-01-19,Technology,Accessories,South,293.2,53.25,0.0,18.16,19.13,0.97
2024-07-21,Technology,Computers,South,208.31,41.6,0.0,19.97,21.02,1.05
2022-06-20,Technology,Copiers,South,139.56,0.98,0.2,0.7,1.08,0.38
2022-07-08,Office Supplies,Paper,West,465.02,119.93,0.0,25.79,25.41,0.38
2022-12-22,Office Supplies,Labels,East,946.41,209.63,0.0,22.15,19.93,2.22
2023-08-09,Technology,Accessories,South,67.53,13.01,0.0,19.26,20.26,1.0
2023-06-05,Office Supplies,Labels,Central,39.9,6.62,0.1,16.6,17.41,0.81
2022-05-08,Technology,Computers,West,392.01,55.39,0.0,14.13,13.99,0.14
2021-11-11,Furniture,Bookcases,South,249.47,-12.7,0.2,-5.09,-4.62,0.47
2021-03-16,Furniture,Bookcases,East,229.99,24.72,0.0,10.75,10.66,0.09
2021-04-06,Furniture,Bookcases,Central,118.32,-7.38,0.2,-6.24,-6.45,0.21
2024-05-25,Technology,Computers,East,988.01,61.26,0.2,6.2,7.8,1.6
2021-07-26,Office Supplies,Labels,Central,223.32,42.39,0.0,18.98,16.88,2.1
2024-10-21,Technology,Computers,South,1029.68,93.08,0.1,9.04,8.01,1.03
2022-06-27,Technology,Computers,South,369.53,79.97,0.0,21.64,22.67,1.03
2022-10-09,Furniture,Bookcases,South,185.37,-3.08,0.1,-1.66,-0.35,1.31
2022-04-08,Office Supplies,Envelopes,South,145.23,16.4,0.2,11.29,11.17,0.12
2023-06-22,Technology,Copiers,West,395.7,36.96,0.1,9.34,9.41,0.07
2022-04-06,Technology,Phones,West,33.95,5.35,0.1,15.77,15.11,0.66
2023-01-13,Office Supplies,Envelopes,East,26.24,6.02,0.0,22.94,24.72,1.78
2023-08-29,Furniture,Tables,Central,50.3,0.53,0.1,1.05,1.28,0.23
2022-02-04,Office Supplies,Labels,South,325.78,-13.68,0.3,-4.2,-4.34,0.14
2023-04-12,Office Supplies,Binders,East,381.09,77.48,0.0,20.33,20.35,0.02
2021-11-02,Furniture,Tables,South,187.99,-46.45,0.4,-24.71,-24.18,0.53
2022-06-05,Technology,Copiers,South,92.43,15.56,0.1,16.83,15.6,1.23
2023-09-17,Office Supplies,Binders,South,752.85,54.88,0.2,7.29,6.05,1.24
2021-02-10,Technology,Phones,Central,415.64,-16.0,0.3,-3.85,-1.46,2.39
2022-08-27,Office Supplies,Pens,East,417.18,81.22,0.0,19.47,19.6,0.13
2022-10-10,Office Supplies,Binders,East,55.42,9.68,0.1,17.47,17.67,0.2
2023-08-23,Furniture,Chairs,West,248.74,-16.09,0.2,-6.47,-6.38,0.09
2021-10-04,Furniture,Tables,West,116.68,-11.48,0.2,-9.84,-10.45,0.61
2023-01-08,Office Supplies,Binders,Central,175.91,39.46,0.0,22.43,22.66,0.23
2023-12-02,Furniture,Storage,Central,54.31,2.89,0.0,5.33,5.52,0.19
2023-04-01,Technology,Copiers,East,278.07,18.44,0.2,6.63,6.72,0.09
2022-01-04,Technology,Accessories,West,936.5,-27.25,0.3,-2.91,-1.91,1.0
2023-06-01,Office Supplies,Labels,East,2271.6,19.76,0.2,0.87,0.31,0.56
2021-03-01,Furniture,Bookcases,East,178.82,6.83,0.0,3.82,5.52,1.7
2023-10-23,Furniture,Chairs,South,362.43,-58.21,0.3,-16.06,-15.4,0.66
2024-04-17,Technology,Copiers,Central,31.95,-3.8,0.4,-11.88,-10.69,1.19
2023-02-28,Furniture,Tables,Central,247.6,-14.93,0.2,-6.03,-4.66,1.37
2021-06-14,Technology,Copiers,Central,308.17,59.17,0.0,19.2,19.12,0.08
2023-10-28,Furniture,Storage,South,553.7,39.7,0.0,7.17,7.03,0.14
2021-11-20,Office Supplies,Binders,West,1024.61,217.52,0.0,21.23,21.16,0.07
2023-03-29,Technology,Phones,East,290.71,-75.09,0.5,-25.83,-24.88,0.95
2024-03-12,Technology,Accessories,Central,354.82,69.4,0.0,19.56,19.99,0.43
2023-12-13,Office Supplies,Labels,South,308.73,20.25,0.2,6.56,5.11,1.45
2023-12-10,Office Supplies,Labels,East,974.05,65.85,0.2,6.76,7.21,0.45
2023-09-05,Office Supplies,Labels,West,252.65,-26.2,0.4,-10.37,-10.58,0.21
2022-05-07,Technology,Accessories,Central,386.12,8.38,0.2,2.17,2.63,0.46
2022-10-08,Furniture,Bookcases,West,37.02,-1.3,0.1,-3.5,-3.49,0.01
2021-01-03,Technology,Phones,West,208.33,40.25,0.0,19.32,17.57,1.75
2021-10-05,Technology,Computers,West,280.16,19.67,0.2,7.02,6.1,0.92
2021-01-09,Furniture,Storage,West,256.37,32.46,0.0,12.66,10.66,2.0
2023-01-05,Furniture,Storage,South,313.86,-94.16,0.5,-30.0,-30.19,0.19
2022-11-19,Office Supplies,Binders,East,413.62,79.62,0.0,19.25,20.98,1.73
2023-06-19,Technology,Phones,East,96.26,18.92,0.0,19.65,18.74,0.91
2023-04-30,Technology,Computers,Central,105.37,19.8,0.0,18.79,18.63,0.16
2022-01-13,Technology,Phones,West,877.22,89.74,0.0,10.23,12.29,2.06
2021-03-25,Furniture,Storage,South,466.89,40.11,0.0,8.59,7.82,0.77
2023-11-26,Technology,Computers,East,401.13,72.56,0.0,18.09,15.76,2.33
2024-03-25,Furniture,Chairs,East,209.12,-2.7,0.1,-1.29,-0.87,0.42
2024-09-19,Office Supplies,Envelopes,East,417.95,61.06,0.1,14.61,15.92,1.31
2022-10-19,Technology,Computers,South,133.75,-21.92,0.4,-16.39,-16.22,0.17
2022-01-20,Furniture,Bookcases,Central,286.38,-22.97,0.2,-8.02,-8.91,0.89
2022-08-20,Furniture,Tables,Central,678.35,-5.7,0.1,-0.84,-2.2,1.36
2022-03-09,Furniture,Storage,South,172.37,9.57,0.0,5.55,5.15,0.4
2021-04-17,Furniture,Storage,West,505.64,30.69,0.0,6.07,7.05,0.98
2021-03-02,Furniture,Storage,East,482.07,51.2,0.0,10.62,10.96,0.34
2023-08-15,Office Supplies,Labels,South,311.36,80.55,0.0,25.87,28.46,2.59
2022-03-11,Technology,Accessories,Central,15.34,0.43,0.1,2.78,3.5,0.72
2024-03-18,Technology,Accessories,Central,32.66,1.32,0.2,4.03,2.95,1.08
2023-04-14,Furniture,Storage,East,335.29,20.72,0.0,6.18,7.09,0.91
2024-08-11,Office Supplies,Envelopes,Central,118.19,23.69,0.1,20.04,20.6,0.56
2021-05-11,Technology,Phones,South,380.23,-25.74,0.3,-6.77,-5.69,1.08
2021-01-26,Furniture,Bookcases,Central,199.67,8.39,0.1,4.2,4.57,0.37
2023-04-03,Technology,Phones,East,503.93,35.53,0.1,7.05,6.6,0.45
2024-02-28,Technology,Phones,East,668.21,75.04,0.1,11.23,10.68,0.55
2024-12-20,Office Supplies,Binders,Central,204.52,-39.98,0.5,-19.55,-19.33,0.22
2024-11-06,Technology,Phones,West,46.37,2.95,0.1,6.36,6.68,0.32
2021-08-22,Office Supplies,Binders,East,264.81,-55.66,0.5,-21.02,-22.0,0.98
2023-06-11,Furniture,Chairs,Central,1088.32,29.93,0.1,2.75,5.48,2.73
2024-03-23,Furniture,Storage,South,224.83,-35.12,0.3,-15.62,-16.17,0.55
2022-12-05,Furniture,Tables,West,191.22,-62.11,0.5,-32.48,-32.97,0.49
2022-08-23,Technology,Accessories,South,106.23,11.24,0.1,10.58,11.67,1.09
2024-11-04,Furniture,Tables,South,162.49,4.19,0.0,2.58,2.31,0.27
2022-11-09,Technology,Accessories,West,234.48,40.54,0.0,17.29,16.96,0.33
2021-05-26,Office Supplies,Binders,Central,960.4,-55.99,0.3,-5.83,-5.57,0.26
2024-09-23,Office Supplies,Binders,Central,486.22,62.82,0.1,12.92,12.42,0.5
2021-03-29,Technology,Accessories,West,507.32,-43.02,0.3,-8.48,-7.71,0.77
2022-04-17,Furniture,Storage,South,992.6,69.48,0.0,7.0,8.04,1.04
2024-11-14,Furniture,Tables,West,61.07,2.91,0.0,4.77,5.15,0.38
2024-05-07,Technology,Computers,West,391.03,-16.5,0.2,-4.22,-4.04,0.18
2021-01-29,Office Supplies,Envelopes,West,284.15,63.39,0.0,22.31,22.46,0.15
2021-11-27,Office Supplies,Labels,Central,408.95,-91.03,0.5,-22.26,-20.85,1.41
